"species","longitude","latitude","bio_1","bio_2","bio_3","bio_4","bio_5","bio_6","bio_7","bio_8","bio_9","bio_10","bio_11","bio_12","bio_13","bio_14","bio_15","bio_16","bio_17","bio_18","bio_19"
"Tapirus terrestris",-75.5977,-0.9024,25.3833122253418,9.46875,83.2490539550781,61.3415603637695,31.1467514038086,19.7727489471436,11.374002456665,25.0330410003662,25.97825050354,26.0066661834717,24.5097503662109,2848,326,158,24.5962333679199,930,477,524,825
"Tapirus terrestris",-75.6213,-0.8315,25.4490203857422,9.37308311462402,82.6222534179688,59.9950637817383,31.2057514190674,19.8612499237061,11.3445014953613,25.0889987945557,26.0419178009033,26.0663757324219,24.6001243591309,2750,312,144,25.0034961700439,892,450,507,798
"Tapirus terrestris",-75.9244,-0.8535,25.3265933990479,9.4941463470459,84.5088424682617,57.4232711791992,31.0065002441406,19.7719993591309,11.2345008850098,24.9674987792969,25.8830413818359,25.9208755493164,24.5137500762939,3067,341,177,21.9781341552734,972,537,591,875
"Tapirus terrestris",-75.6083,-0.821,25.4490203857422,9.37308311462402,82.6222534179688,59.9950637817383,31.2057514190674,19.8612499237061,11.3445014953613,25.0889987945557,26.0419178009033,26.0663757324219,24.6001243591309,2750,312,144,25.0034961700439,892,450,507,798
"Tapirus terrestris",-75.4314,-0.9775,25.472677230835,9.4031867980957,82.26220703125,66.0664749145508,31.2469997406006,19.8162498474121,11.4307498931885,25.1304588317871,26.0978336334229,26.1261253356934,24.5258750915527,2854,339,152,25.6636638641357,951,477,513,828
"Tapirus terrestris",-75.9225,-0.8615,25.3265933990479,9.4941463470459,84.5088424682617,57.4232711791992,31.0065002441406,19.7719993591309,11.2345008850098,24.9674987792969,25.8830413818359,25.9208755493164,24.5137500762939,3067,341,177,21.9781341552734,972,537,591,875
"Tapirus terrestris",-75.9058,-0.7826,25.2877292633057,9.44066715240479,84.2935409545898,56.4828147888184,30.9580001831055,19.7582492828369,11.1997509002686,24.9307918548584,25.8297500610352,25.8845844268799,24.4917087554932,3048,338,172,22.487943649292,969,526,587,865
"Tapirus terrestris",-76.3844,-0.5261,25.0852088928223,9.39133262634277,86.8080825805664,52.1795082092285,30.5655002593994,19.7469997406006,10.8185005187988,24.7137088775635,25.5475006103516,25.6443328857422,24.3656673431396,3327,356,203,18.1683826446533,1018,636,700,892
"Tapirus terrestris",-75.7155,-0.7884,25.363000869751,9.41149997711182,83.4204864501953,58.3284225463867,31.0820007324219,19.7999992370605,11.2820014953613,24.9991664886475,25.9325828552246,25.9762496948242,24.540958404541,2902,325,158,23.8968467712402,935,487,546,833
"Tapirus terrestris",-75.7091,-0.79,25.363000869751,9.41149997711182,83.4204864501953,58.3284225463867,31.0820007324219,19.7999992370605,11.2820014953613,24.9991664886475,25.9325828552246,25.9762496948242,24.540958404541,2902,325,158,23.8968467712402,935,487,546,833
"Tapirus terrestris",-76.691,-0.6733,24.7654266357422,9.41918754577637,87.5633316040039,48.9314002990723,30.2197494506836,19.4627494812012,10.7569999694824,24.4032917022705,25.1756248474121,25.2700004577637,24.0802917480469,3592,387,226,17.9353103637695,1100,692,757,978
"Tapirus terrestris",-76.3915,-0.5278,25.0852088928223,9.39133262634277,86.8080825805664,52.1795082092285,30.5655002593994,19.7469997406006,10.8185005187988,24.7137088775635,25.5475006103516,25.6443328857422,24.3656673431396,3327,356,203,18.1683826446533,1018,636,700,892
"Tapirus terrestris",-75.6053,-0.8199,25.4490203857422,9.37308311462402,82.6222534179688,59.9950637817383,31.2057514190674,19.8612499237061,11.3445014953613,25.0889987945557,26.0419178009033,26.0663757324219,24.6001243591309,2750,312,144,25.0034961700439,892,450,507,798
"Tapirus terrestris",-75.6119,-0.8179,25.4490203857422,9.37308311462402,82.6222534179688,59.9950637817383,31.2057514190674,19.8612499237061,11.3445014953613,25.0889987945557,26.0419178009033,26.0663757324219,24.6001243591309,2750,312,144,25.0034961700439,892,450,507,798
"Tapirus terrestris",-75.9271,-0.8695,25.3265933990479,9.4941463470459,84.5088424682617,57.4232711791992,31.0065002441406,19.7719993591309,11.2345008850098,24.9674987792969,25.8830413818359,25.9208755493164,24.5137500762939,3067,341,177,21.9781341552734,972,537,591,875
"Tapirus terrestris",-76.3857,-0.5252,25.0852088928223,9.39133262634277,86.8080825805664,52.1795082092285,30.5655002593994,19.7469997406006,10.8185005187988,24.7137088775635,25.5475006103516,25.6443328857422,24.3656673431396,3327,356,203,18.1683826446533,1018,636,700,892
"Tapirus terrestris",-75.9767,-1.6022,25.4511661529541,9.66158390045166,86.0260238647461,55.3839111328125,31.0725002288818,19.8414993286133,11.2310009002686,25.1220836639404,25.9852504730225,25.9997501373291,24.6597499847412,3216,357,186,19.8325729370117,997,598,630,914
"Tapirus terrestris",-75.296195,-0.994552,25.5248851776123,9.33360481262207,81.9563980102539,67.78857421875,31.2374992370605,19.8489990234375,11.388500213623,25.1905002593994,26.1579170227051,26.179874420166,24.5504570007324,2867,337,149,25.9827709197998,955,475,510,843
"Tapirus terrestris",-75.974939,-1.130963,25.265417098999,9.53975009918213,84.8562316894531,57.6215362548828,30.9400005340576,19.6977500915527,11.2422504425049,24.9121246337891,25.820291519165,25.8540420532227,24.4461250305176,3121,348,178,21.7825469970703,987,551,599,895
"Tapirus terrestris",-75.974,-1.5933,25.4511661529541,9.66158390045166,86.0260238647461,55.3839111328125,31.0725002288818,19.8414993286133,11.2310009002686,25.1220836639404,25.9852504730225,25.9997501373291,24.6597499847412,3216,357,186,19.8325729370117,997,598,630,914
"Tapirus terrestris",-77.409415,-1.102302,23.9999485015869,9.39543724060059,88.2780990600586,45.5916748046875,29.423999786377,18.7810001373291,10.6429996490479,23.6607074737549,24.3419990539551,24.4263324737549,23.3307075500488,4181,474,245,20.595817565918,1311,775,950,1196
"Tapirus terrestris",-77.460171,-1.081765,23.9999485015869,9.39543724060059,88.2780990600586,45.5916748046875,29.423999786377,18.7810001373291,10.6429996490479,23.6607074737549,24.3419990539551,24.4263324737549,23.3307075500488,4181,474,245,20.595817565918,1311,775,950,1196
"Tapirus terrestris",-77.401859,-1.171454,23.9663963317871,9.39945793151855,87.9852066040039,46.8443717956543,29.4072494506836,18.724250793457,10.6829986572266,23.6476669311523,24.3225002288818,24.4025821685791,23.2690830230713,4217,475,247,19.9798622131348,1310,786,960,1203
"Tapirus terrestris",-77.463102,-1.073027,23.9999485015869,9.39543724060059,88.2780990600586,45.5916748046875,29.423999786377,18.7810001373291,10.6429996490479,23.6607074737549,24.3419990539551,24.4263324737549,23.3307075500488,4181,474,245,20.595817565918,1311,775,950,1196
"Tapirus terrestris",-76.3811,-0.5317,25.0852088928223,9.39133262634277,86.8080825805664,52.1795082092285,30.5655002593994,19.7469997406006,10.8185005187988,24.7137088775635,25.5475006103516,25.6443328857422,24.3656673431396,3327,356,203,18.1683826446533,1018,636,700,892
"Tapirus terrestris",-75.6262,-0.8631,25.3833122253418,9.46875,83.2490539550781,61.3415603637695,31.1467514038086,19.7727489471436,11.374002456665,25.0330410003662,25.97825050354,26.0066661834717,24.5097503662109,2848,326,158,24.5962333679199,930,477,524,825
"Tapirus terrestris",-76.3815,-0.5253,25.0852088928223,9.39133262634277,86.8080825805664,52.1795082092285,30.5655002593994,19.7469997406006,10.8185005187988,24.7137088775635,25.5475006103516,25.6443328857422,24.3656673431396,3327,356,203,18.1683826446533,1018,636,700,892
"Tapirus terrestris",-75.6183,-0.9491,25.3833122253418,9.46875,83.2490539550781,61.3415603637695,31.1467514038086,19.7727489471436,11.374002456665,25.0330410003662,25.97825050354,26.0066661834717,24.5097503662109,2848,326,158,24.5962333679199,930,477,524,825
"Tapirus terrestris",-75.9254,-0.8513,25.3265933990479,9.4941463470459,84.5088424682617,57.4232711791992,31.0065002441406,19.7719993591309,11.2345008850098,24.9674987792969,25.8830413818359,25.9208755493164,24.5137500762939,3067,341,177,21.9781341552734,972,537,591,875
"Tapirus terrestris",-76.3816,-0.5253,25.0852088928223,9.39133262634277,86.8080825805664,52.1795082092285,30.5655002593994,19.7469997406006,10.8185005187988,24.7137088775635,25.5475006103516,25.6443328857422,24.3656673431396,3327,356,203,18.1683826446533,1018,636,700,892
"Tapirus terrestris",-76.3858,-0.5276,25.0852088928223,9.39133262634277,86.8080825805664,52.1795082092285,30.5655002593994,19.7469997406006,10.8185005187988,24.7137088775635,25.5475006103516,25.6443328857422,24.3656673431396,3327,356,203,18.1683826446533,1018,636,700,892
"Tapirus terrestris",-75.9763,-1.5816,25.4511661529541,9.66158390045166,86.0260238647461,55.3839111328125,31.0725002288818,19.8414993286133,11.2310009002686,25.1220836639404,25.9852504730225,25.9997501373291,24.6597499847412,3216,357,186,19.8325729370117,997,598,630,914
"Tapirus terrestris",-76.9316,-1.012,24.7884693145752,9.48656272888184,87.2026901245117,48.7801208496094,30.3017501831055,19.4230003356934,10.8787498474121,24.4414176940918,25.1999588012695,25.2687911987305,24.0867080688477,3799,414,238,18.522388458252,1163,722,787,1057
"Tapirus terrestris",-76.9278,-1.0163,24.7884693145752,9.48656272888184,87.2026901245117,48.7801208496094,30.3017501831055,19.4230003356934,10.8787498474121,24.4414176940918,25.1999588012695,25.2687911987305,24.0867080688477,3799,414,238,18.522388458252,1163,722,787,1057
"Tapirus terrestris",-76.3918,-0.5278,25.0852088928223,9.39133262634277,86.8080825805664,52.1795082092285,30.5655002593994,19.7469997406006,10.8185005187988,24.7137088775635,25.5475006103516,25.6443328857422,24.3656673431396,3327,356,203,18.1683826446533,1018,636,700,892
"Tapirus terrestris",-76.3847,-0.5257,25.0852088928223,9.39133262634277,86.8080825805664,52.1795082092285,30.5655002593994,19.7469997406006,10.8185005187988,24.7137088775635,25.5475006103516,25.6443328857422,24.3656673431396,3327,356,203,18.1683826446533,1018,636,700,892
"Tapirus terrestris",-76.3754,-0.5324,25.0852088928223,9.39133262634277,86.8080825805664,52.1795082092285,30.5655002593994,19.7469997406006,10.8185005187988,24.7137088775635,25.5475006103516,25.6443328857422,24.3656673431396,3327,356,203,18.1683826446533,1018,636,700,892
"Tapirus terrestris",-53.39846,3.91381,25.4286041259766,8.9774169921875,78.8409118652344,50.1687774658203,31.8002490997314,20.4134998321533,11.3867492675781,25.4168758392334,26.0374164581299,26.0374164581299,24.7893753051758,2647,393,73,45.2184677124023,1040,283,283,759
"Tapirus terrestris",-75.609,-0.8201,25.4490203857422,9.37308311462402,82.6222534179688,59.9950637817383,31.2057514190674,19.8612499237061,11.3445014953613,25.0889987945557,26.0419178009033,26.0663757324219,24.6001243591309,2750,312,144,25.0034961700439,892,450,507,798
"Tapirus terrestris",-75.5734,-0.8309,25.4490203857422,9.37308311462402,82.6222534179688,59.9950637817383,31.2057514190674,19.8612499237061,11.3445014953613,25.0889987945557,26.0419178009033,26.0663757324219,24.6001243591309,2750,312,144,25.0034961700439,892,450,507,798
"Tapirus terrestris",-76.3765,-0.5327,25.0852088928223,9.39133262634277,86.8080825805664,52.1795082092285,30.5655002593994,19.7469997406006,10.8185005187988,24.7137088775635,25.5475006103516,25.6443328857422,24.3656673431396,3327,356,203,18.1683826446533,1018,636,700,892
"Tapirus terrestris",-75.9267,-0.867,25.3265933990479,9.4941463470459,84.5088424682617,57.4232711791992,31.0065002441406,19.7719993591309,11.2345008850098,24.9674987792969,25.8830413818359,25.9208755493164,24.5137500762939,3067,341,177,21.9781341552734,972,537,591,875
"Tapirus terrestris",-75.6144,-0.8173,25.4490203857422,9.37308311462402,82.6222534179688,59.9950637817383,31.2057514190674,19.8612499237061,11.3445014953613,25.0889987945557,26.0419178009033,26.0663757324219,24.6001243591309,2750,312,144,25.0034961700439,892,450,507,798
"Tapirus terrestris",-76.3816,-0.5252,25.0852088928223,9.39133262634277,86.8080825805664,52.1795082092285,30.5655002593994,19.7469997406006,10.8185005187988,24.7137088775635,25.5475006103516,25.6443328857422,24.3656673431396,3327,356,203,18.1683826446533,1018,636,700,892
"Tapirus terrestris",-47.938308,-15.690776,20.8147926330566,11.0749168395996,67.7302780151367,115.72021484375,28.0445003509521,11.6929998397827,16.3515014648438,21.371208190918,19.2074165344238,21.6983757019043,19.1009998321533,1504,250,8,77.601432800293,716,30,426,50
"Tapirus terrestris",-64.64884,-24.649024,17.230583190918,12.0943746566772,51.5048789978027,392.638366699219,27.6749992370605,4.19299983978271,23.4819984436035,21.5177917480469,13.6917505264282,21.5177917480469,12.0589170455933,711,152,4,96.4504165649414,415,16,415,17
"Tapirus terrestris",-77.53184,-1.062708,23.8135414123535,9.4600830078125,88.416130065918,44.6094741821289,29.2617492675781,18.5622501373291,10.699499130249,23.4860420227051,24.1420822143555,24.2112503051758,23.1496257781982,4261,480,248,20.7403697967529,1342,792,958,1217
"Tapirus terrestris",-47.990707,-15.803964,20.8147926330566,11.0749168395996,67.7302780151367,115.72021484375,28.0445003509521,11.6929998397827,16.3515014648438,21.371208190918,19.2074165344238,21.6983757019043,19.1009998321533,1504,250,8,77.601432800293,716,30,426,50
"Tapirus terrestris",-77.405709,-1.116722,23.9999485015869,9.39543724060059,88.2780990600586,45.5916748046875,29.423999786377,18.7810001373291,10.6429996490479,23.6607074737549,24.3419990539551,24.4263324737549,23.3307075500488,4181,474,245,20.595817565918,1311,775,950,1196
"Tapirus terrestris",-56.461465,-21.502858,23.3667812347412,11.8865203857422,60.8496437072754,279.331390380859,32.0799980163574,12.5457496643066,19.5342483520508,26.1352081298828,19.7030830383301,26.3072910308838,19.7030830383301,1370,184,41,40.0121231079102,508,155,479,155
"Tapirus terrestris",-76.4031,-0.6669,25.0135097503662,9.44181251525879,86.833251953125,52.0662612915039,30.5114994049072,19.6380004882812,10.873498916626,24.652416229248,25.4779586791992,25.5609169006348,24.2859992980957,3368,365,204,18.5447292327881,1032,635,698,924
"Tapirus terrestris",-75.9191,-0.8323,25.2877292633057,9.44066715240479,84.2935409545898,56.4828147888184,30.9580001831055,19.7582492828369,11.1997509002686,24.9307918548584,25.8297500610352,25.8845844268799,24.4917087554932,3048,338,172,22.487943649292,969,526,587,865
"Tapirus terrestris",-76.9276,-1.0161,24.7884693145752,9.48656272888184,87.2026901245117,48.7801208496094,30.3017501831055,19.4230003356934,10.8787498474121,24.4414176940918,25.1999588012695,25.2687911987305,24.0867080688477,3799,414,238,18.522388458252,1163,722,787,1057
"Tapirus terrestris",-76.4027,-0.6731,25.0135097503662,9.44181251525879,86.833251953125,52.0662612915039,30.5114994049072,19.6380004882812,10.873498916626,24.652416229248,25.4779586791992,25.5609169006348,24.2859992980957,3368,365,204,18.5447292327881,1032,635,698,924
"Tapirus terrestris",-75.6108,-0.819,25.4490203857422,9.37308311462402,82.6222534179688,59.9950637817383,31.2057514190674,19.8612499237061,11.3445014953613,25.0889987945557,26.0419178009033,26.0663757324219,24.6001243591309,2750,312,144,25.0034961700439,892,450,507,798
"Tapirus terrestris",-75.6055,-0.824,25.4490203857422,9.37308311462402,82.6222534179688,59.9950637817383,31.2057514190674,19.8612499237061,11.3445014953613,25.0889987945557,26.0419178009033,26.0663757324219,24.6001243591309,2750,312,144,25.0034961700439,892,450,507,798
"Tapirus terrestris",-70.01382,6.775223,27.2181034088135,9.53595733642578,68.7003936767578,91.7863616943359,35.2637481689453,21.3832492828369,13.8804988861084,26.1262493133545,27.6747093200684,28.4754161834717,26.1262493133545,2064,380,10,76.3316268920898,1012,53,230,1012
"Tapirus terrestris",-70.009583,6.77722,27.2181034088135,9.53595733642578,68.7003936767578,91.7863616943359,35.2637481689453,21.3832492828369,13.8804988861084,26.1262493133545,27.6747093200684,28.4754161834717,26.1262493133545,2064,380,10,76.3316268920898,1012,53,230,1012
"Tapirus terrestris",-70.016008,6.773243,27.2181034088135,9.53595733642578,68.7003936767578,91.7863616943359,35.2637481689453,21.3832492828369,13.8804988861084,26.1262493133545,27.6747093200684,28.4754161834717,26.1262493133545,2064,380,10,76.3316268920898,1012,53,230,1012
"Tapirus terrestris",-70.06247,6.743217,27.2181034088135,9.53595733642578,68.7003936767578,91.7863616943359,35.2637481689453,21.3832492828369,13.8804988861084,26.1262493133545,27.6747093200684,28.4754161834717,26.1262493133545,2064,380,10,76.3316268920898,1012,53,230,1012
"Tapirus terrestris",-70.062273,6.742578,27.2181034088135,9.53595733642578,68.7003936767578,91.7863616943359,35.2637481689453,21.3832492828369,13.8804988861084,26.1262493133545,27.6747093200684,28.4754161834717,26.1262493133545,2064,380,10,76.3316268920898,1012,53,230,1012
"Tapirus terrestris",-70.061383,6.744025,27.2181034088135,9.53595733642578,68.7003936767578,91.7863616943359,35.2637481689453,21.3832492828369,13.8804988861084,26.1262493133545,27.6747093200684,28.4754161834717,26.1262493133545,2064,380,10,76.3316268920898,1012,53,230,1012
